Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
DRQ,"Dril-Quip, Inc.",Energy,23.02,0,N/A,N/A,0,786.89388,N/A,0,1.043997518,35.95,21.31
DSEY,Diversey Holdings Ltd,N/A,8.39,0,N/A,N/A,0,0,0,N/A,,,
DSGN,Design Therapeutics Inc,N/A,2.19,0,N/A,N/A,0,122.610779,0,N/A,1.423840219,16.63,1.94
DSGR,Distribution Solutions Group Inc,N/A,24.2,0,N/A,N/A,0,565.063587,76.29808088,0,1.179929297,32.87,16.77
DSKE,Daseke Inc,Industrials,4.62,0,N/A,N/A,0,211.840846,12.10519121,0,1.361853645,9.57,4.25
DSP,Viant Technology Inc,N/A,5.46,0,N/A,N/A,0,83.770394,N/A,0,1.391815036,7.21,3.15
DTC,Solo Brands Inc,N/A,4.17,0,N/A,N/A,0,240.503261,13.76112956,0,1.105620425,8.86,3.39
DUOL,Duolingo Inc,N/A,159.33,0,N/A,N/A,0,5636.270549,N/A,0,1.702562172,179.84,64.73
DVAX,Dynavax Technologies Corp.,Healthcare,14.22,0,N/A,N/A,0,1831.498417,30.03785965,0,1.141421255,15.15,9.42
DX,"Dynex Capital, Inc.",Real Estate,11.05,0.141176471,0,0,1.470259837,598.957725,389.6927293,48.52342696,1.062574907,13.61,9.57
DXLG,Destination XL Group Inc,Consumer Cyclical,4.52,0,N/A,N/A,0,272.961286,7.299796374,0,1.348840285,7.57,3.69
DXPE,"DXP Enterprises, Inc.",Industrials,34.11,0,N/A,N/A,0,570.561859,9.901462213,0,1.127976198,39.89,22.06
DY,"Dycom Industries, Inc.",Industrials,84.4,0,N/A,N/A,0,2475.739888,12.98987297,0,0.81917802,116.95,77.33
DYN,Dyne Therapeutics Inc,N/A,8.23,0,N/A,N/A,0,505.121172,0,N/A,1.173061929,15.6,6.4
DZSI,DZS Inc,Technology,1.475,0,N/A,N/A,0,45.960673,N/A,0,1.189105182,14.91,1.24
EAF,GrafTech International Ltd.,Industrials,2.98,0.010061142,0,-0.34819721,0.029982204,765.287542,5.952672967,0.059916476,1.368395813,6.73,2.88
EAT,"Brinker International, Inc.",Consumer Cyclical,35.28,0,N/A,N/A,0,1559.485474,11.13918196,0,1.178939457,42.12,27.77
EB,Eventbrite Inc,Technology,8.2,0,N/A,N/A,0,696.676313,N/A,0,1.631542773,11.91,5.3
EBC,Eastern Bankshares Inc.,N/A,11.68,0.033507607,N/A,N/A,0.391368844,2060.079564,N/A,N/A,1.216235962,18.85,9.61
EBF,Ennis Inc.,Industrials,21.86,0.045745654,0,0.021295688,0.982305004,565.62092,12.28969494,0.554974578,0.53001276,22.4,18.49
EBIX,Ebix Inc.,Technology,6.2,0.012096775,N/A,N/A,0.075000003,191.588928,5.720438552,0.068807342,3.042715892,32.87,5.12
EBS,Emergent Biosolutions Inc,Healthcare,2.42,0,N/A,N/A,0,125.373005,N/A,0,2.339398451,20.54,1.93
EBTC,"Enterprise Bancorp, Inc.",Financial Services,27.25,0.033761468,N/A,N/A,0.876793353,333.616763,0,N/A,0.789733001,35.35,25
ECPG,"Encore Capital Group, Inc.",Financial Services,42.75,0,N/A,N/A,0,1005.847522,N/A,0,0.86080178,58.46,34.74
ECVT,Ecovyst Inc,N/A,9.42,0,N/A,N/A,0,1098.783494,15.42628592,0,0.879989603,12.35,8.2
EDIT,Editas Medicine Inc,Healthcare,8.31,0,N/A,N/A,0,678.367064,N/A,0,1.85343821,13.94,6.08
EE,Excelerate Energy Inc,Utilities,15.37,0.006494012,N/A,N/A,0.099812961,403.526547,28.27994581,0.183749928,1.127045479,31.02,13.7
EFC,Ellington Financial Inc,Financial Services,12.8,0.140625,0,0,1.688940224,870.618931,27.85267551,3.484506342,1.017409743,13.56,9.84
EFSC,Enterprise Financial Services Corp.,Financial Services,37.27,0.026121916,0.086956522,0.139723049,0.973563815,1393.363213,6.771097491,0.177334028,0.887456627,54.68,32.97
EGAN,eGain Corp,Technology,6.53,0,N/A,N/A,0,204.383554,96.91017258,0,1.068583792,10.35,5.61
EGBN,Eagle Bancorp Inc (MD),Financial Services,23.19,0.073399942,N/A,N/A,1.702144648,693.518633,5.237423217,0.404309893,1.122342238,44.52,15.39
EGHT,8X8 Inc.,Technology,3.28,0,N/A,N/A,0,393.421939,N/A,0,2.624011949,6.49,2.15
EGIO,Edgio Inc,N/A,0.7708,0,N/A,N/A,0,173.396248,N/A,0,0.381624972,2.32,0.45
EGLE,Eagle Bulk Shipping Inc,Industrials,41.47,0.042235407,N/A,N/A,1.751502331,412.169915,3.386463962,0.222554299,0.716552046,65.28,38.66
EGRX,Eagle Pharmaceuticals Inc,Healthcare,14.42,0,N/A,N/A,0,187.272122,15.67393052,0,0.90995895,40.85,12.36
EGY,"VAALCO Energy, Inc.",Energy,4.48,0.048197551,N/A,N/A,0.215925026,477.011647,13.92694072,0.595326789,1.106102957,5.45,3.41
EHTH,eHealth Inc,Financial Services,8.61,0,N/A,N/A,0,241.844585,N/A,0,1.527127885,10.57,2.87
EIG,Employers Holdings Inc,Financial Services,38.83,0.02735413,0.076923077,0.049414523,1.062160866,998.733888,8.343641503,0.23922542,0.519882877,45.19,35.18
EIGR,Eiger BioPharmaceuticals Inc,Healthcare,0.391,0,N/A,N/A,0,17.319899,0,N/A,1.236844521,4.69,0.21
ELF,e.l.f. Beauty Inc,Consumer Defensive,96.15,0,N/A,N/A,0,5251.86309,43.19001875,0,1.03723846,139.85,48.1
ELME,Elme Communities,N/A,13.49,0.051735259,N/A,N/A,0.697908648,1184.861882,N/A,N/A,0.903043041,19.38,12.44
EMBC,Embecta Corp,N/A,16.21,0.036404428,N/A,N/A,0.590115779,928.890643,4.154251533,0.151700714,1.208037258,35.45,12.72
EME,"Emcor Group, Inc.",Industrials,210.22,0.003277862,0.2,0.176079023,0.689072221,9889.682177,18.05421216,0.060023713,0.83007253,227.3,141.33
ENFN,Enfusion Inc,N/A,8.6,0,N/A,N/A,0,724.367439,129.1898411,0,0.792231388,14.61,7.37
ENOB,Enochian Biosciences Inc,Healthcare,0.7,0,N/A,N/A,0,40.798514,0,N/A,1.377727816,2.99,0.3928
ENR,Energizer Holdings Inc,Industrials,33.47,0.035394407,0,0,1.184650796,2392.609811,N/A,N/A,0.864723992,37,27.25
ENS,Enersys,Industrials,90.41,0.00827123,0.285714286,0.051547497,0.74780193,3710.418715,17.53265722,0.146340887,1.467499354,113.07,65.26
ENSG,Ensign Group Inc,Healthcare,102,0.002254902,0,0.038950477,0.229608857,5758.128276,23.20151292,0.052905267,0.617117027,103.91,85.23
ENTA,Enanta Pharmaceuticals Inc,Healthcare,9.37,0,N/A,N/A,0,197.289023,N/A,0,1.095693054,62.06,8.2
ENV,Envestnet Inc.,Technology,40.58,0,N/A,N/A,0,2212.997065,N/A,0,1.192280829,69.22,35.36
ENVA,Enova International Inc.,Financial Services,42.81,0,N/A,N/A,0,1278.681872,6.686792378,0,1.373280945,58.64,35.3
ENVX,Enovix Corporation,N/A,10.59,0,N/A,N/A,0,1695.744284,N/A,0,2.209901834,23.9,6.5
EOLS,Evolus Inc,Healthcare,7.93,0,N/A,N/A,0,451.784495,N/A,0,0.715162516,11.49,6.51
EP,Empire Petroleum Corporation,N/A,8.4,0,N/A,N/A,0,190.879752,0,N/A,0.903978919,16.95,8
EPAC,Enerpac Tool Group Corp,Industrials,28.06,0.001425517,N/A,N/A,0.039999999,1524.843788,32.74937797,0.049067712,0.77935981,30.22,22.91
EPC,Edgewell Personal Care Co,Consumer Defensive,36.18,0.016490036,N/A,N/A,0.596609508,1838.374216,15.69918204,0.263986508,0.648817929,45.78,33.71
EPRT,Essential Properties Realty Trust Inc,Real Estate,23.35,0.047965739,0.037037037,0.059223841,1.08968758,3643.165584,20.59821779,0.923464051,0.792213918,25.81,20.04
EQBK,Equity Bancshares Inc,Financial Services,26.26,0.007497438,N/A,N/A,0.19688272,404.72277,8.005118283,0.062502451,0.970398596,37.25,20.22
EQC,Equity Commonwealth,Real Estate,19.2,0,N/A,N/A,0,2048.871283,26.43636659,0,0.422290427,22.89,18.1
EQRX,EQRx Inc,N/A,2.47,0,N/A,N/A,0,1203.915052,0,N/A,0.808412,5.71,1.58
ERAS,Erasca Inc,N/A,2.42,0,N/A,N/A,0,365.524346,0,N/A,1.711375992,9.25,1.82
ERII,Energy Recovery Inc,Industrials,18.08,0,N/A,N/A,0,1021.844229,66.25027416,0,1.340309189,30.76,14.04
ESE,"Esco Technologies, Inc.",Technology,100.16,0.003191138,0,0,0.319624357,2582.38151,28.19563163,0.090545144,0.970594963,109.49,84.73
ESGR,Enstar Group Limited,Financial Services,253.31,0,N/A,N/A,0,4060.915201,12.93285096,0,0.733011883,271.39,185.55
ESMT,Engagesmart Inc,N/A,22.81,0,N/A,N/A,0,3817.492161,153.4546835,0,0.964921187,23.1,15.01
ESNT,Essent Group Ltd,Financial Services,49.06,0.019821392,N/A,N/A,0.972437489,5248.852327,7.851956502,0.156089485,1.016255875,53.39,36.15
ESPR,Esperion Therapeutics Inc.,Healthcare,1.03,0,N/A,N/A,0,110.204097,0,N/A,0.59045515,8.87,0.7
ESQ,Esquire Financial Holdings Inc,Financial Services,47.71,0.009380205,N/A,N/A,0.447529584,391.342802,10.26688359,0.09728904,1.032950197,53.76,34.47
ESRT,Empire State Realty Trust Inc,Real Estate,9.01,0.015538291,N/A,N/A,0.13905828,1442.603786,30.95982029,0.794618744,1.271296495,9.32,5.34
ESTE,Earthstone Energy Inc,Energy,21.17,0,N/A,N/A,0,2251.0061,0,N/A,1.358767251,22.45,11.32
ETD,"Ethan Allen Interiors, Inc.",N/A,27.2,0.052941176,0.125,0.113824179,1.33759652,690.859709,7.603060648,0.376787752,0.754710877,35.81,24.49
ETRN,Equitrans Midstream Corporation,Energy,9.19,0.063494515,0,-0.182172932,0.583514589,3981.66859,13.09578476,0.835262795,1.191896741,10.14,4.32
ETWO,E2open Parent Holdings Inc,N/A,3.21,0,N/A,N/A,0,973.604216,N/A,0,1.489712389,7.21,2.15
EVBG,Everbridge Inc,Technology,21.22,0,N/A,N/A,0,8649.939963,N/A,0,1.979448724,36.41,19.37
EVC,Entravision Communications Corp.,Communication Services,4.11,0.041919223,1,0,0.172288008,323.226889,282.7881796,13.3556595,1.486818333,7.09,3.35
EVCM,EverCommerce Inc,N/A,9.6,0,N/A,N/A,0,1811.910653,N/A,0,1.218574762,13.47,5.87
EVER,EverQuote Inc,Communication Services,7.88,0,N/A,N/A,0,218.764639,N/A,0,1.344544347,18.86,5.36
EVGO,EVgo Inc,N/A,2.49,0,N/A,N/A,0,254.1045,N/A,0,2.065282459,8.16,1.88
EVH,Evolent Health Inc,Healthcare,27.26,0,N/A,N/A,0,3087.044579,N/A,0,1.197518643,36.7,21.83
EVLV,Evolv Technologies Holdings Inc,N/A,4.52,0,N/A,N/A,0,677.976564,N/A,0,2.318342397,8.3,1.98
EVRI,Everi Holdings Inc,Consumer Cyclical,11.5,0,N/A,N/A,0,1011.919282,9.042421288,0,1.171957867,19.85,10.52
EVTC,Evertec Inc,Technology,33.78,0.005908342,N/A,N/A,0.199583788,2183.232545,22.51892755,0.134853911,0.990792036,41.92,30
EWCZ,European Wax Center Inc,N/A,15.89,0,N/A,N/A,0,799.79102,100.8818139,0,1.119137343,20.7,12.02
EWTX,Edgewise Therapeutics Inc,N/A,6.74,0,N/A,N/A,0,427.715749,0,N/A,1.090794822,11.48,5.49
EXLS,ExlService Holdings Inc,Technology,26.66,0,N/A,N/A,0,4396.840968,24.96446236,0,0.964777642,38.24,25.17
EXPI,eXp World Holdings Inc,Real Estate,14.15,0.013006784,N/A,N/A,0.184045988,2173.272832,432.6643106,5.733519889,2.113953853,25.33,9.86
EXPO,Exponent Inc.,Industrials,75,0.013866667,0.083333333,0.148698355,1.013663574,3813.6705,37.44840335,0.514550037,0.951589543,111.51,64.61
EXPR,Express Inc.,Consumer Cyclical,8.99,0,N/A,N/A,0,33.669582,0.185784735,0,1.75463385,42.8,7.36
EXTR,Extreme Networks Inc.,Technology,16.8,0,N/A,N/A,0,2176.10195,23.10945628,0,1.117793103,32.73,14.63
EYE,National Vision Holdings Inc,Consumer Cyclical,17.06,0,N/A,N/A,0,1333.371863,51.03815745,0,1.375877841,43.82,13.71
EYPT,EyePoint Pharmaceuticals Inc,Healthcare,7.75,0,N/A,N/A,0,273.648098,0,N/A,1.232459006,15.63,2.19
EZPW,"EZCorp, Inc.",Financial Services,8.49,0,N/A,N/A,0,442.342406,12.44387447,0,0.634145477,10.68,7.05
FA,First Advantage Corp.,N/A,13.32,0,N/A,N/A,0,1933.913151,39.41773982,0,1.245107939,14.69,9.07
FARO,Faro Technologies Inc.,Technology,16.54,0,N/A,N/A,0,313.503411,N/A,0,1.472061698,36.74,10.3
FATE,Fate Therapeutics Inc,Healthcare,2.39,0,N/A,N/A,0,235.564212,N/A,0,1.486383224,23.96,1.63
FBIZ,First Business Financial Services Inc,Financial Services,33,0.026970824,0.151898734,0.086871068,0.890037198,274.391733,7.711532039,0.203669839,0.79358218,37.85,23.87
FBK,FB Financial Corp,Financial Services,33.12,0.017392126,N/A,N/A,0.57602721,1549.970924,10.94194956,0.190737487,1.193109749,43.5,24.09
FBMS,First Bancshares Inc Miss,Financial Services,26.28,0.032053647,0.210526316,0.356911635,0.842369845,817.19744,11.61006209,0.330341116,1.140908036,34.52,22.09
FBNC,First Bancorp,Financial Services,31.73,0.033857654,0,0.128881321,1.074303359,1303.569238,10.84256646,0.34322791,0.95319814,47.01,25.47
FBP,First Bancorp PR,Financial Services,14.42,0.036870298,0.166666667,0.360822108,0.531669697,2571.063548,8.892413613,0.336499808,1.263840906,15.36,9.95
FBRT,Franklin BSP Realty Trust Inc.,N/A,13.53,0.100881678,N/A,N/A,1.3649291,1110.450125,9.752938971,0.989079058,1.140262961,14.32,10.21
FC,Franklin Covey Co.,Industrials,35.93,0,N/A,N/A,0,474.431505,28.67175349,0,0.624714393,52.72,32.19
FCBC,First Community Bankshares Inc.,Financial Services,34.28,0.024987574,N/A,N/A,0.85657403,644.082841,13.55108017,0.303749656,0.690136564,37.91,21.89
FCEL,Fuelcell Energy Inc,Industrials,1.25,0,N/A,N/A,0,508.450786,N/A,0,2.889971982,4.36,0.981
FCF,First Commonwealth Financial Corp.,Financial Services,13.24,0.036848251,0.041666667,0.045639553,0.487870847,1355.858287,9.501060128,0.33188493,1.018752531,16.05,11.05
FCFS,FirstCash Holdings Inc,Financial Services,109.1,0.012185688,0.060606061,0.069610376,1.329458518,4921.273199,21.41751255,0.265891704,0.598981772,111.84,84.09
FCPT,Four Corners Property Trust Inc,Real Estate,22.32,0.061379928,0.022556391,0.034113514,1.331243286,2021.429683,21.55524886,1.232632673,0.666355863,28.1,20.51
FCUV,Focus Universal Inc,Technology,1.72,0,N/A,N/A,0,111.493525,0,N/A,1.977165915,9.6,1.4
FDMT,4D Molecular Therapeutics Inc,N/A,11.6,0,N/A,N/A,0,487.814568,N/A,0,1.266655089,26.49,7.86
FDP,Fresh Del Monte Produce Inc,Consumer Defensive,23,0.030147517,N/A,N/A,0.693392884,1106.933328,9.761316825,0.295060802,0.407872979,31.86,21.41
FEAM,5E Advanced Materials Inc,N/A,2.53,0,N/A,N/A,0,111.919747,0,N/A,1.571868631,14.37,2.17
FELE,"Franklin Electric Co., Inc.",Industrials,87.54,0.010281014,0.153846154,0.091849811,0.893410398,4038.05615,20.18987695,0.209720751,1.014715547,106.31,76.38
FF,Futurefuel Corp,Basic Materials,6.74,0.035209197,0,0,0.237309985,294.964258,7.033844231,0.247662268,1.183243597,10.22,6.45
FFBC,First Financial Bancorp,Financial Services,20.09,0.044421661,0,0.028346722,0.892431166,1911.052149,7.32594044,0.324520424,1.090275544,25.29,17.19
FFIC,Flushing Financial Corp.,Financial Services,13.63,0.061699922,0,0.019244876,0.840969936,394.778448,8.315151498,0.539083292,1.070058333,19.64,8.65
FFIE,Faraday Future Intelligent Electric Inc,N/A,1.12,0,N/A,N/A,0,736.473295,0,N/A,1.812150669,105.6,1.01
FFIN,"First Financial Bankshares, Inc.",Financial Services,25.95,0.027745665,0.058823529,-0.030359734,0.69085849,3704.134036,16.72672854,0.445715155,1.253486122,37.3,22.84
FFWM,First Foundation Inc,Financial Services,5.72,0.026069565,-0.909090909,-0.275220336,0.149117914,322.858387,0,N/A,1.787035774,16.46,3.68
FGBI,First Guaranty Bancshares Inc,Financial Services,10.52,0.058701819,0,0,0.617543132,120.254993,0,N/A,0.646759242,23.46,10.17
FGEN,FibroGen Inc,Healthcare,0.6474,0,N/A,N/A,0,63.581263,N/A,0,1.405261169,25.69,0.4748
FHI,Federated Hermes Inc,Financial Services,32.74,0.033214066,-0.87037037,-0.335429811,1.08742851,2823.689129,10.83155586,0.353061205,0.61729596,44.84,30.23
FHTX,Foghorn Therapeutics Inc,N/A,3.83,0,N/A,N/A,0,160.332126,N/A,0,1.210094709,9.97,2.84
FIBK,First Interstate BancSystem Inc.,Financial Services,24.78,0.08858633,0,0.086794002,2.19516926,2602.353697,8.827522717,0.781199025,1.034243202,40.89,19.59
FIGS,Figs Inc,N/A,6.81,0,N/A,N/A,0,1094.48958,68.28609808,0,1.924116004,10.2,5.16
FISI,Financial Institutions Inc.,Financial Services,17.28,0.069444444,0.034482759,0.045639553,1.13646712,266.143104,5.224023554,0.343343541,0.896264417,23.78,12.91
FIX,"Comfort Systems USA, Inc.",Industrials,187.81,0.003986651,0.607142857,0.201124434,0.748733016,6707.599405,23.35181748,0.093591627,1.040385182,192.33,110.86
FIZZ,National Beverage Corp.,Consumer Defensive,49.04,0,N/A,N/A,0,4578.08732,29.2827046,0,0.670405287,55.12,42.09
FL,Foot Locker Inc,Consumer Cyclical,22.9,0.068172541,N/A,N/A,1.5611512,2156.244535,14.76879818,1.013734545,1.264443247,45.15,14.56
FLGT,Fulgent Genetics Inc,Healthcare,26.94,0,N/A,N/A,0,806.229231,N/A,0,1.245085417,44.09,23.09
FLIC,First Of Long Island Corp.,Financial Services,11.59,0.072476273,0,0.043167564,0.811652995,261.799904,8.702297025,0.61026541,1.005698225,18.07,8.34
FLL,"Full House Resorts, Inc.",Consumer Cyclical,3.93,0,N/A,N/A,0,135.890314,0,N/A,1.567693074,10.13,3.4
FLNC,Fluence Energy Inc,N/A,19.01,0,N/A,N/A,0,2252.81961,N/A,0,2.575910237,31.32,12.6
FLNG,Flex Lng Ltd,Energy,31.1,0.09345365,N/A,N/A,2.906408513,1695.582108,0,N/A,0.889605525,36.18,27.54
FLR,Fluor Corporation,Industrials,36.66,0,N/A,N/A,0,5255.883491,N/A,0,1.079559171,38.87,25.69
FLWS,1-800 Flowers.com Inc.,Consumer Cyclical,8.8,0,N/A,N/A,0,332.052063,N/A,0,2.032450447,13.29,5.98
FLYW,Flywire Corp,N/A,28.47,0,N/A,N/A,0,3371.174494,N/A,0,1.789774173,35.8,17.16
FMAO,Farmers & Merchants Bancorp Inc.,Financial Services,18.83,0.044609665,0,0.069610376,0.816059624,257.334207,0,N/A,1.066512089,29.07,16.61
FMBH,First Mid Bancshares Inc.,Financial Services,29.86,0.030810449,N/A,N/A,0.898767409,613.318906,0,N/A,0.968514447,34.35,21.01
FMNB,Farmers National Banc Corp.,Financial Services,12.16,0.053908694,0.0625,0.162711015,0.655529721,455.850189,0,N/A,0.959992481,14.31,10.25
FN,Fabrinet,Technology,162.52,0,N/A,N/A,0,5904.491042,23.8167867,0,1.164320827,183.74,90.19
FNA,Paragon 28 Inc,N/A,10.16,0,N/A,N/A,0,838.657992,N/A,0,1.137975151,21.49,7.95
FNKO,Funko Inc,Consumer Cyclical,8.75,0,N/A,N/A,0,424.444939,N/A,0,1.393851018,13.42,5.27
FNLC,First Bancorp Inc (ME),Financial Services,24.78,0.066002326,0.029411765,0.03832667,1.635537636,274.711253,7.92748834,0.522535986,0.71240843,29.13,21.23
FOA,Finance of America Companies Inc,N/A,1.06,0,N/A,N/A,0,93.042884,0,N/A,1.029308934,2.25,1
FOCS,Focus Financial Partners Inc,Financial Services,52.99,0,N/A,N/A,0,0,0,N/A,,,
FOLD,Amicus Therapeutics Inc,Healthcare,11.58,0,N/A,N/A,0,3324.86045,N/A,0,0.751993379,14.1,9.1
FOR,Forestar Group Inc,Real Estate,26.46,0,N/A,N/A,0,1320.452246,9.087764941,0,0.885862231,31.43,11.24
FORG,ForgeRock Inc,N/A,23.21,0,N/A,N/A,0,1226.711678,N/A,0,0.214752796,23.8,14.13
FORM,FormFactor Inc.,Technology,33.67,0,N/A,N/A,0,2614.689911,N/A,0,1.558775355,37.74,18.76
FORR,Forrester Research Inc.,Industrials,23.54,0,N/A,N/A,0,454.234831,90.6113767,0,0.848595587,39.09,22.27
FOSL,Fossil Group Inc,Consumer Cyclical,1.795,0,N/A,N/A,0,94.173848,N/A,0,2.272267636,6.08,1.43
FOXF,Fox Factory Holding Corp,Consumer Cyclical,60.53,0,N/A,N/A,0,2564.510586,13.84485718,0,1.347479711,127.54,49.12
FPI,Farmland Partners Inc,Real Estate,11.19,0.021270358,0,0.037137289,0.238015308,539.200769,0,N/A,0.706586818,13.95,9.28
FRBA,First Bank (NJ),Financial Services,12,0.019749978,0,0.148698355,0.236999737,234.832008,0,N/A,0.812676461,15.83,8.45
FRBK,"Republic First Bancorp, Inc.",Financial Services,0.199,0,N/A,N/A,0,13.966498,0.917701425,0,,0.7,0.002
FREE,Whole Earth Brands Inc,N/A,3.57,0,N/A,N/A,0,152.678579,N/A,0,0.886734931,4.72,2.09
FRG,Franchise Group Inc,Consumer Cyclical,29.88,0,N/A,N/A,1.875,0,0,N/A,,,
FRME,First Merchants Corp.,Financial Services,29.65,0.043153552,0.0625,0.090966079,1.279502831,1774.461237,7.09236964,0.303919912,0.983242187,42.25,23.35
FRO,Frontline Plc,Energy,22.67,0.10762935,N/A,N/A,2.43995737,5046.860894,6.098247559,0.65767045,0.816741411,22.93,9.18
FRPH,FRP Holdings Inc,Real Estate,54.97,0,N/A,N/A,0,521.977145,118.658137,0,0.682416803,61.55,52.45
FRST,Primis Financial Corp,N/A,10,0.038964409,0,0.021295688,0.389644089,246.86764,0,N/A,0.946620852,12.45,6.77
FSBC,Five Star Bancorp,Financial Services,20.59,0.035475755,N/A,N/A,0.730445803,355.328981,6.984216146,0.246772231,0.896715755,29.47,17.1
FSLY,Fastly Inc,Technology,17.56,0,N/A,N/A,0,2268.752,N/A,0,2.737810826,24.31,7.15
FSP,Franklin Street Properties Corp.,Real Estate,2.05,0.019249031,0,-0.355605985,0.039460514,212.032224,25.39916431,0.488372694,1.307910749,3.11,1.11
FSR,Fisker Inc,N/A,4.55,0,N/A,N/A,0,959.2951,N/A,0,2.012031307,8.85,4.19
FSS,Federal Signal Corp.,Industrials,64.35,0.005890339,0.111111111,0.045639553,0.379043337,3924.879215,26.95658802,0.159933897,0.940036749,65.22,43.21
FTCI,FTC Solar Inc,N/A,1.25,0,N/A,N/A,0,147.636345,N/A,0,2.174690031,3.87,1.02
FTDR,Frontdoor Inc.,Consumer Cyclical,33.73,0,N/A,N/A,0,2685.641155,15.70550383,0,1.031630866,38.97,19.06
FUBO,fuboTV Inc,N/A,3,0,N/A,N/A,0,875.55,0,N/A,3.341143966,3.88,0.96
FUL,H.B. Fuller Company,Basic Materials,70.12,0.011694238,N/A,N/A,0.801576306,3787.98744,25.55583063,0.301344476,1.073980488,80.49,62.21
FULC,Fulcrum Therapeutics Inc,Healthcare,3.89,0,N/A,N/A,0,240.489735,N/A,0,1.458640441,15,2.25
FULT,Fulton Financial Corp.,Financial Services,14.15,0.045229682,1.666666667,0.319507911,0.598876881,2321.013293,7.99310308,0.348184233,1.132887926,17.53,9.15
FVCB,FVCBankcorp Inc,Financial Services,11.19,0,N/A,N/A,0,199.206036,0,N/A,0.607509256,16.53,8.3
FWRD,Forward Air Corp.,Industrials,66.23,0.014412599,0,0.059223841,0.954546421,1701.826807,11.21970179,0.166878745,1.021385747,120.95,60.09
FWRG,First Watch Restaurant Group Inc,N/A,17.2,0,N/A,N/A,0,1028.863219,46.23896539,0,0.793904799,20.31,12.75
FXLV,F45 Training Holdings Inc,N/A,0.0975,0,N/A,N/A,0,0,0,N/A,,,
GABC,German American Bancorp Inc,Financial Services,28.57,0.033744725,0.086956522,0.107566343,0.964086804,844.907553,9.189671121,0.309002181,0.771194491,39.52,24.85
GAMB,Gambling.com Group Ltd,N/A,13.6,0,N/A,N/A,0,575.504958,0,N/A,0.396509924,14.83,8.09
GATX,GATX Corp.,Industrials,109.03,0.020177933,0.057692308,0.045639553,2.154949419,3870.565,16.0205505,0.319251766,0.848698641,132.37,97.21
GBCI,"Glacier Bancorp, Inc.",Financial Services,32.78,0.039552179,0,0.026179155,1.296520424,3634.725859,14.63915235,0.578803761,1.358139445,57.11,26.18
GBIO,Generation Bio Co,N/A,1.32,0,N/A,N/A,0,87.025624,0,N/A,2.193592831,7.35,0.86
GBX,"Greenbrier Cos., Inc.",Industrials,37.47,0.029274161,0.111111111,0.037137289,1.096902828,1165.317,18.645072,0.592920448,1.02121642,48.21,25.24
GCBC,Greene County Bancorp Inc,Financial Services,25.23,0.007305497,-0.428571429,-0.0436475,0.1843177,429.58687,0,N/A,0.32784529,36.78,5.69
GCI,Gannett Co Inc.,Communication Services,1.96,0,N/A,N/A,0,292.182829,10.4845281,0,1.765530297,3.6,1.62
GCMG,GCM Grosvenor Inc,N/A,8.45,0.050030735,N/A,N/A,0.422759707,353.569742,31.833055,7.129168759,0.84830604,8.81,6.38
GCO,Genesco Inc.,Consumer Cyclical,29.88,0,N/A,N/A,0,375.387101,42.80354633,0,1.398667563,53.25,17.31
GDEN,Golden Entertainment Inc,Consumer Cyclical,36.81,0,N/A,N/A,0,1062.468269,21.69542329,0,1.251406848,43,29.97
GDOT,Green Dot Corp.,Financial Services,12.2,0,N/A,N/A,0,638.62708,13.51992295,0,1.520300291,21.37,10.84
GDYN,Grid Dynamics Holdings Inc,Technology,11.91,0,N/A,N/A,0,897.25706,N/A,0,1.584446934,14.16,8
GEF,Greif Inc,Consumer Cyclical,66.23,0.031405707,0.04,0.033975227,1.997260344,3100.133695,7.930759005,0.299439332,0.650177783,75.42,56.53
GEO,"Geo Group, Inc.",Real Estate,9.04,0,N/A,N/A,0,1139.68354,9.995295114,0,0.651283492,12.44,6.94
GERN,Geron Corp.,Healthcare,1.98,0,N/A,N/A,0,1074.109739,N/A,0,1.149749419,3.84,1.73
GES,Guess Inc.,Consumer Cyclical,23.48,0.043921036,N/A,N/A,1.031265935,1258.229381,8.789280021,0.468757243,1.119538933,24.54,15.46
GEVO,Gevo Inc,Basic Materials,1.27,0,N/A,N/A,0,301.501967,0,N/A,2.773918601,2.49,0.97
GFF,Griffon Corp.,Industrials,42.5,0.01024962,0.25,0.115101503,0.435608846,2320.666643,N/A,N/A,1.249834795,43.77,24.18
GHC,Graham Holdings Co.,Consumer Defensive,622.54,0.010556881,0.044303797,0.034889138,6.572080393,2228.901751,14.12395761,0.196651119,0.769587056,675.93,540.39
GIC,Global Industrial Co,N/A,34.61,0.022270542,0.111111111,0.107566343,0.770783452,1317.382719,19.03732253,0.425847211,1.11798543,35.47,20.22
GIII,G-III Apparel Group Ltd.,Consumer Cyclical,27.18,0,N/A,N/A,0,1242.696834,N/A,0,1.368269533,27.5,11.6
GKOS,Glaukos Corporation,Healthcare,64.21,0,N/A,N/A,0,3133.421096,N/A,0,0.868558898,80.28,40.45
GLDD,Great Lakes Dredge & Dock Corporation,Industrials,7.55,0,N/A,N/A,0,502.014381,N/A,0,1.19653069,9.67,4.75
